# ticker stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue dividendYielTTM dividendYielPercentageTTM peRatioTTM pegRatioTTM payoutRatioTTM currentRatioTTM quickRatioTTM cashRatioTTM daysOfSalesOutstandingTTM daysOfInventoryOutstandingTTM operatingCycleTTM daysOfPayablesOutstandingTTM cashConversionCycleTTM grossProfitMarginTTM operatingProfitMarginTTM pretaxProfitMarginTTM netProfitMarginTTM effectiveTaxRateTTM returnOnAssetsTTM returnOnEquityTTM returnOnCapitalEmployedTTM netIncomePerEBTTTM ebtPerEbitTTM ebitPerRevenueTTM debtRatioTTM debtEquityRatioTTM longTermDebtToCapitalizationTTM totalDebtToCapitalizationTTM interestCoverageTTM cashFlowToDebtRatioTTM companyEquityMultiplierTTM receivablesTurnoverTTM payablesTurnoverTTM inventoryTurnoverTTM fixedAssetTurnoverTTM assetTurnoverTTM operatingCashFlowPerShareTTM freeCashFlowPerShareTTM cashPerShareTTM operatingCashFlowSalesRatioTTM freeCashFlowOperatingCashFlowRatioTTM cashFlowCoverageRatiosTTM shortTermCoverageRatiosTTM capitalExpenditureCoverageRatioTTM dividendPaidAndCapexCoverageRatioTTM priceBookValueRatioTTM priceToBookRatioTTM priceToSalesRatioTTM priceEarningsRatioTTM priceToFreeCashFlowsRatioTTM priceToOperatingCashFlowsRatioTTM priceCashFlowRatioTTM priceEarningsToGrowthRatioTTM priceSalesRatioTTM dividendYieldTTM enterpriseValueMultipleTTM priceFairValueTTM tag_id
AFM.L 182.500000 101003000.000000 18433047500.000000 25996000.000000 0.000000 18407051500.000000 0.006468 0.646751 5317.929966 -163.698184 34.393757 1.446111 0.898909 0.898909 0.000000 0.000000 0.000000 11.173401 -11.173401 0.386881 0.117246 0.104516 0.069351 0.336454 0.042973 0.067295 0.097154 0.663546 0.891425 0.117246 0.334822 0.503357 None None 9.202118 None 1.503357 None 32.666866 None 31.589343 0.619641 0.180272 0.163084 0.322129 0.204759 0.904657 None None -10.488479 -10.488492 343.557696 343.557696 368.805655 5317.929966 1990.995271 1801.168393 1801.168393 -163.698184 368.805655 0.006468 2148.120778 343.557696 461
AFMD 4.870500 64242400.000000 312892609.200000 146854000.000000 323000.000000 166361609.200000 None None -15.556519 0.559393 None 2.249825 2.227356 2.190968 31.390515 None None None None 0.000000 -1.222003 -1.458568 -1.458604 -0.000024 -0.235402 -0.867680 -0.318828 1.000024 1.193588 -1.222003 0.590309 1.440862 0.003198 0.004467 -73.736170 -60.061920 2.440862 11.627716 0.000000 0.000000 8.957675 0.161389 -0.225500 -0.230615 1.706992 -0.684062 1.022680 -60.061920 -210.869565 44.090909 None 8.938521 8.938521 22.690796 -15.556519 -32.435029 -33.170668 -33.170668 0.559393 22.690796 None -14.817089 8.938521 462
AFX.L 1450.000000 36990813.000000 53636678850.000000 82972000.000000 0.000000 53553706850.000000 0.005492 0.549202 5583.565953 257.415546 30.665033 2.068801 1.090044 1.090044 0.000000 0.000000 0.000000 2824.815396 -2824.815396 0.110971 0.391818 0.388611 0.297827 0.188361 0.055279 0.142806 0.128948 0.766389 0.991815 0.391818 0.480790 0.964892 None None 78.445793 None 2.006886 None 0.129212 None 3.523524 0.185607 0.936832 0.861854 2.243043 1.069497 0.919966 None None -12.494632 -12.494668 619.430699 619.430699 1662.937271 5583.565953 1690.147964 1554.878034 1554.878034 257.415546 1662.937271 0.005492 4002.332931 619.430699 465
AFX.DE 110.900002 89440570.000000 9918959391.881140 5202000.000000 87543000.000000 10001300391.881140 0.004658 0.465783 95.677250 -4.061608 0.445648 4.344158 0.017481 0.017481 0.000000 177.718796 177.718796 56.897198 -13.076125 0.559349 0.145468 0.141943 0.097302 0.307581 0.064505 0.092825 0.113163 0.685498 0.975767 0.145468 0.279507 0.393044 0.057622 None 7.225410 None 1.406204 None 6.415079 2.053806 9.867157 0.662937 1.984041 1.247000 0.058424 0.132358 0.628515 None None None None 8.678613 8.678613 9.309578 95.677250 111.908542 70.336232 70.336232 -4.061608 9.309578 0.004658 57.820166 8.678613 466
AFYA 125.430006 76191640.000000 9556717835.682768 1045042000.000000 693666000.000000 9205341835.682768 None None 40.539127 0.586998 None 2.384715 2.321728 1.773124 98.250520 6.305671 30.531826 188.240520 -88.435177 0.638147 0.303708 0.278935 0.249033 0.080784 0.062410 0.112386 0.086783 0.892799 0.918432 0.303708 0.408778 0.704226 0.171520 0.199565 4.807166 0.535570 1.722758 3.714993 1.939009 57.884405 1.767874 0.250609 3.989728 2.512160 11.223028 0.309282 0.629657 0.535570 3.157328 -2.700200 None 4.358646 4.358646 10.095574 40.539127 51.840836 32.641948 32.641948 0.586998 10.095574 None 24.865826 4.358646 467
AG 18.120001 213879622.000000 3875498964.519622 238578000.000000 152707000.000000 3789627964.519622 0.000281 0.028125 148.945516 0.962214 0.041891 3.503493 3.156771 2.347608 45.830886 45.491026 56.791792 43.742017 13.305834 0.286572 0.097523 0.081305 0.063140 0.223418 0.018656 0.031331 0.031393 0.776582 0.833703 0.097523 0.312950 0.455498 0.142880 0.152259 -4.649153 0.522000 1.455498 7.964062 8.344380 8.023561 0.467411 0.295467 0.370898 -0.161814 1.279077 0.218006 -0.436278 0.522000 7.263805 -0.696244 -0.696244 4.044413 4.044413 9.404465 148.945516 -98.878716 43.138574 43.138574 0.962214 9.404465 0.000281 56.856607 4.044413 468
AGBA 10.460000 5975000.000000 62498500.000000 672443.000000 0.000000 61826057.000000 None None -125.951814 0.629859 None 0.319333 0.304959 0.304959 None None None None None None None None None 0.000000 -0.003420 -0.003645 -0.011159 1.000000 0.320949 None 0.066000 0.070664 None None -1.526122 None 1.070664 None None None None 0.000000 -0.253521 -0.253521 0.338332 None 1.000000 None None None None 0.461203 0.461203 None -125.951814 -41.850540 -41.850540 -41.850540 0.629859 None None 126.585266 0.461203 471
AGCB 11.840000 0.000000 0.000000 0.000000 119590.000000 119590.000000 None None -104856.000000 None None None None None None None None None None None None None None 0.000000 -0.012746 -0.050986 None 1.000000 1.000000 None 0.949014 0.949014 None None None None 1.000000 None None None None 0.000000 0.000000 0.000000 0.000000 None None None None None None 1336.535226 1336.535226 None -104856.000000 None None None None None None -104856.000000 1336.535226 474
AGCO 110.900002 74900000.000000 8306410149.800000 1111700000.000000 1616400000.000000 8811110149.799999 0.004661 0.466073 21.407385 0.088545 0.099774 1.258800 0.439847 0.132871 39.853022 116.065732 125.892504 53.968623 14.503347 0.226821 0.077812 0.068520 0.053458 0.306932 0.061740 0.177696 0.152521 0.780176 0.880589 0.077812 0.624087 1.680739 0.232806 0.296412 30.000000 0.781743 2.693115 9.158653 6.763189 3.144770 5.974670 1.154927 13.499336 9.876494 6.025232 0.105884 0.731628 0.781743 2.794886 -3.726173 -3.726173 3.559459 3.559459 1.144391 21.407385 14.772449 10.807939 10.807939 0.088545 1.144391 0.004661 11.547643 3.559459 475
AGE 1.740000 37669000.000000 65544060.000000 527000.000000 5860000.000000 70877060.000000 None None -5.368936 -0.458767 None 0.426171 0.159231 0.098376 63.699143 0.000000 15.706638 3825.569620 -3761.870477 0.915418 -4.403880 -4.561353 -4.508328 -0.000018 -2.145620 2.754393 5.744726 0.988375 1.035758 -4.403880 2.374777 -1.727391 None None -156.852575 None -0.727391 5.730061 0.095411 None None 0.475924 -0.207463 -0.207463 0.013987 -4.184690 1.000000 None -1.333959 None None -8.379318 -8.379318 24.204925 -5.368936 -5.784163 -5.784163 -5.784163 -0.458767 24.204925 None -6.715132 -8.379318 476
AGEN 3.680000 172504000.000000 634814720.000000 99871000.000000 19712000.000000 554655720.000000 None None -3.438760 0.050918 None 0.980408 0.878337 0.862633 9.357539 0.000000 2.307338 48.564768 -39.207229 -0.727041 -1.493405 -2.265491 -2.240644 0.000000 -0.808450 0.937350 -1.311163 0.989033 1.516997 -1.493405 1.842641 -2.282316 -0.110766 -0.120366 -2.011361 -7.230811 -1.238611 39.005983 7.515737 None 1.395594 0.360811 -0.735458 -0.750523 0.595844 -1.738261 1.020484 -7.230811 -100.707450 48.818754 None -3.443420 -3.443420 7.705038 -3.438760 -4.343638 -4.432613 -4.432613 0.050918 7.705038 None -4.641662 -3.443420 479
AGFS 1.960000 50770429.000000 99510040.840000 50030000.000000 267869000.000000 317349040.840000 None None -2.394462 -0.579460 None 3.129717 2.271345 1.114559 122.411040 188.534532 218.718076 129.076767 39.822239 0.731053 0.075367 -0.085171 -0.305936 -2.657339 -0.065284 -0.180104 0.017143 3.592023 -1.130078 0.075367 0.454079 1.294428 0.012607 0.490254 0.545789 0.189375 2.850667 2.981757 2.827775 1.935985 13.701700 0.213392 0.960495 0.913692 1.036590 0.299410 0.951273 0.189375 0.191923 -20.522413 None 0.445618 0.445618 0.732552 -2.394462 2.571982 2.446656 2.446656 -0.579460 0.732552 None 5.505999 0.445618 483
AGFX.L 141.250000 113207547.000000 15990566013.750000 48135541.000000 0.000000 15942430472.750000 0.016162 1.616162 1731.528558 -62.347713 27.984300 1.544004 1.074233 1.074233 0.000000 0.000000 0.000000 53.420984 -53.420984 0.985878 0.373740 0.352528 0.279123 0.208225 0.121023 0.188175 0.335728 0.791775 0.943244 0.373740 0.618318 1.619979 None None 68.988518 None 2.619979 None 6.832521 None 3.075926 0.433584 0.239045 0.228580 0.328176 0.933599 0.956221 None None -22.841987 -22.842026 549.031146 549.031146 483.309851 1731.528558 541.386243 517.684880 517.684880 -62.347713 483.309851 0.016162 1141.255631 549.031146 484
AGIO 46.970001 69271163.000000 3253666595.381163 127436000.000000 261269.000000 3126491864.381163 None None 2.441367 0.119343 None 24.404315 24.202137 19.564215 0.000000 0.000000 0.000000 8229.207746 -8229.207746 0.980430 -3.136781 -3.255793 13.671304 0.000000 0.637835 1.699803 -0.152251 -4.199071 1.037941 -3.136781 0.077078 0.083515 None None -20.422499 None 1.083515 None 0.044354 None 1.039169 0.046655 -4.402280 -4.567155 33.584773 -2.636996 1.037452 None None 26.700680 None 1.687239 1.687239 33.376668 2.441367 -12.200155 -12.657078 -12.657078 0.119343 33.376668 None -5.609891 1.687239 490
AGK.L 585.000000 254600000.000000 148941000000.000000 107000000.000000 397000000.000000 149231000000.000000 0.017371 1.737116 1717.555469 -9.242993 29.835938 1.467241 0.184483 0.184483 0.000000 96.415094 96.415094 48.737300 -24.963716 0.582361 0.141234 0.117897 0.077588 0.343188 0.059424 0.101106 0.148030 0.658098 0.834764 0.141234 0.467502 0.877942 0.222900 0.257124 5.614458 1.171285 1.877942 None 7.489130 3.785714 1.656376 0.765901 1.826394 0.903378 0.420267 0.281861 0.494624 1.171285 6.838235 -1.978723 -1.978724 191.671404 191.671404 133.260858 1717.555469 955.856957 472.789462 472.789462 -9.242993 133.260858 0.017371 461.987618 191.671404 491
AGLE 6.950000 31949633.000000 222049949.350000 90095000.000000 10258000.000000 142212949.350000 None None -7.476871 -2.236906 None 4.677541 4.577078 2.478560 359268415510689.937500 None None None None 1.000000 -2860285171450.808105 -2846825893879.045898 -2846825893879.045898 0.000000 -0.380060 -0.450506 -0.476039 1.000000 0.995294 -2860285171450.808105 0.243616 0.322080 0.038901 0.074888 None -7.347874 1.322080 0.000000 0.000000 None 0.000000 0.000000 -1.182688 -1.236367 2.035012 -3370004120313.143555 1.045387 -7.347874 -14.695748 22.032625 None 3.756906 3.756906 21285348974042.023438 -7.476871 -6.041895 -6.316120 -6.316120 -2.236906 21285348974042.023438 None -4.966879 3.756906 493
AGM 76.000000 10736000.000000 815936000.000000 1033941000.000000 45021620000.000000 44803615000.000000 0.031545 3.154453 8.652309 0.542233 0.272933 0.046883 0.544658 0.046883 280.182743 None None None None 0.274235 0.001911 0.705027 0.557627 0.209070 0.005374 0.134969 0.000183 0.790930 369.021851 0.001911 0.955131 21.286858 0.924169 0.954732 0.001710 0.027879 22.286858 1.302721 0.000000 None None 0.009637 59.001676 59.001676 1078.914323 2.737730 1.000000 0.027879 0.066041 -289.164765 -289.165198 1.036237 1.036237 4.824764 8.652309 1.762323 1.762323 1.762323 0.542233 4.824764 0.031545 2598.605330 1.036237 495
AGM.L 50.000000 49400000.000000 2470000000.000000 3685000.000000 0.000000 2466315000.000000 None None -526.685481 -27.738769 None 2.670482 1.873262 1.873262 0.000000 130.720930 130.720930 1825.000000 -1792.767442 -1.590361 -44.554217 -44.156627 -38.421687 0.129877 -0.631360 -0.525782 -0.966040 0.870123 0.991076 -44.554217 0.242130 0.319488 None None -462.250000 None 1.319488 None 0.200000 2.792208 0.058616 0.016432 -0.042672 -0.049595 0.046377 -25.397590 1.162239 None None 6.163743 None 438.766980 438.766980 20236.144578 -526.685481 -685.551020 -796.774194 -796.774194 -27.738769 20236.144578 None -515.777675 438.766980 496
AGMH 15.210000 21298540.000000 323950793.400000 664605.000000 0.000000 323286188.400000 None None -24.737160 0.787018 None 2.512245 0.439494 0.274364 24.387571 0.000000 6.013374 0.885219 23.502353 0.657419 -0.782219 -0.818064 -1.814993 0.134399 -1.776913 -1.361152 -1.268176 2.218644 1.045824 -0.782219 0.396134 0.655998 None None -142.814242 None 1.655998 14.966640 412.327503 None 309.868323 0.979019 0.238037 0.235742 0.031204 0.846855 0.990361 None None -102.903101 None 72.790675 72.790675 44.897782 -24.737160 53.533104 53.017078 53.017078 0.787018 44.897782 None -60.559751 72.790675 498
AGN.AS 3.402000 2605000000.000000 8862210000.000000 12553000000.000000 10807000000.000000 7116210000.000000 0.054672 5.467197 5.065121 -0.043638 0.276920 None None None 58.760171 None None None None 0.000000 0.044103 0.047428 0.049315 -0.039284 0.004711 0.084585 None 1.039781 1.075401 0.044103 0.944434 17.048442 0.303927 0.305343 5.467836 0.051171 18.051493 6.211691 0.000000 None 200.952607 0.095538 0.210106 0.169833 43.003040 0.013042 0.808318 0.051171 7.680556 -5.216981 -5.216981 0.430780 0.430780 0.249786 5.065121 23.693888 19.152203 19.152203 -0.043638 0.249786 0.054672 None 0.430780 499
AGNC 15.600000 533700000.000000 8325720000.000000 1017000000.000000 354000000.000000 7662720000.000000 0.085667 8.566722 3.105009 -0.020447 0.265997 1.138298 1.197400 1.138298 5.660670 None None None None 0.248139 0.000320 0.970844 0.970844 0.000000 0.036589 0.287730 0.000012 1.000000 3030.009681 0.000320 0.867158 6.527719 0.014312 None 0.003729 None 7.527719 64.480000 0.000000 None None 0.037688 3.425145 3.425145 1.804384 0.566998 1.000000 None None None None 0.855216 0.855216 3.014478 3.105009 5.316563 5.316563 5.316563 -0.020447 3.014478 0.085667 4217.814184 0.855216 500
AGO 35.750000 100250000.000000 3583937500.000000 162000000.000000 1249000000.000000 4670937500.000000 0.022099 2.209945 8.374715 -0.857117 0.185077 20.823529 173.808824 1.397059 900.359029 None None None None 0.462513 0.332629 0.510032 0.455121 0.101449 0.026907 0.066140 0.019749 0.892340 1.533333 0.332629 0.595955 1.484603 0.160026 None 7.500000 None 2.491135 0.405394 None None 0.320365 0.059121 -13.076923 -13.076923 123.637549 -1.059134 1.000000 None None None None 0.561353 0.561353 3.811512 8.374715 -3.598706 -3.598706 -3.598706 -0.857117 3.811512 0.022099 15.288716 0.561353 501
AGR 46.270000 309500000.000000 14320565000.000002 1463000000.000000 11098000000.000000 23955565000.000000 0.034730 3.473006 23.627097 -1.394990 0.820570 1.160100 0.756089 0.291189 72.921348 23.512554 41.493160 131.077859 -52.358895 0.393105 0.145913 0.101739 0.103894 0.046899 0.017872 0.044196 0.027104 1.021180 0.697257 0.145913 0.576573 1.415773 0.403421 0.412423 3.028754 0.130233 2.455497 5.005393 2.784605 15.523622 0.237594 0.172024 4.542881 -4.058221 2.626858 0.216408 -0.893314 0.130233 3.559494 -0.528174 -0.528174 1.036883 1.036883 2.454716 23.627097 -12.697683 11.343023 11.343023 -1.394990 2.454716 0.034730 13.648047 1.036883 503
AGR 46.270000 309500000.000000 14320565000.000002 1463000000.000000 11098000000.000000 23955565000.000000 0.034730 3.473006 23.627097 -1.394990 0.820570 1.160100 0.756089 0.291189 72.921348 23.512554 41.493160 131.077859 -52.358895 0.393105 0.145913 0.101739 0.103894 0.046899 0.017872 0.044196 0.027104 1.021180 0.697257 0.145913 0.576573 1.415773 0.403421 0.412423 3.028754 0.130233 2.455497 5.005393 2.784605 15.523622 0.237594 0.172024 4.542881 -4.058221 2.626858 0.216408 -0.893314 0.130233 3.559494 -0.528174 -0.528174 1.036883 1.036883 2.454716 23.627097 -12.697683 11.343023 11.343023 -1.394990 2.454716 0.034730 13.648047 1.036883 504
AGRO 7.460000 117252000.000000 874699920.000000 336282000.000000 813464000.000000 1351881920.000000 None None 3006.672816 19.600060 None 2.134303 1.263288 0.936286 52.092104 84.737585 97.582214 70.261954 2.724349 0.301439 0.201371 0.016277 0.000501 0.920119 0.000166 0.000479 0.078055 0.030758 0.080831 0.201371 0.611752 1.641562 0.467910 None -0.795079 None 2.683379 7.006820 5.194846 4.307416 0.524837 0.331531 1.557969 0.328490 2.817848 0.225932 0.210845 None None -1.064861 None 1.339129 1.339129 1.505278 3006.672816 31.599133 6.662521 6.662521 19.600060 1.505278 None 5.627037 1.339129 506
AGRO 7.460000 117252000.000000 874699920.000000 336282000.000000 813464000.000000 1351881920.000000 None None 3006.672816 19.600060 None 2.134303 1.263288 0.936286 52.092104 84.737585 97.582214 70.261954 2.724349 0.301439 0.201371 0.016277 0.000501 0.920119 0.000166 0.000479 0.078055 0.030758 0.080831 0.201371 0.611752 1.641562 0.467910 None -0.795079 None 2.683379 7.006820 5.194846 4.307416 0.524837 0.331531 1.557969 0.328490 2.817848 0.225932 0.210845 None None -1.064861 None 1.339129 1.339129 1.505278 3006.672816 31.599133 6.662521 6.662521 19.600060 1.505278 None 5.627037 1.339129 507
AGRX 2.820000 87448501.000000 246604772.820000 14463000.000000 16553000.000000 248694772.820000 None None -2.237333 0.036965 None 4.970297 4.601457 1.873677 135.872832 402.182952 435.685842 1503.506584 -1268.465352 -0.668208 -66.656647 -70.633526 -70.633526 0.000000 -1.027254 -1.056565 -1.137463 1.000000 1.059662 -66.656647 0.410629 0.696725 0.354379 None -15.870630 None 1.696725 2.686335 0.242766 0.907547 0.062199 0.014543 -0.617340 -0.620307 0.457752 -62.537572 1.004806 None None 208.057692 None 3.899599 3.899599 158.030687 -2.237333 -2.514884 -2.526972 -2.526972 0.036965 158.030687 None -2.452067 3.899599 510
AGS 5.150000 35647000.000000 183582050.000000 81689000.000000 608591000.000000 710484050.000000 None None -4.076018 0.006466 None 3.850492 2.898256 1.826881 98.458105 211.636112 235.913453 50.975250 99.667102 0.727354 -0.187875 -0.481193 -0.468477 0.026426 -0.107821 -1.337160 -0.045900 0.973574 2.561239 -0.187875 0.936995 14.871775 0.928900 0.929661 -0.708328 0.044493 15.871775 3.707161 7.160338 1.724658 1.951269 0.230153 0.741897 -0.217408 2.119755 0.160985 -0.293044 0.044493 3.864305 -0.773369 None 6.975346 6.975346 1.909521 -4.076018 -40.476892 11.861492 11.861492 0.006466 1.909521 None 15.357162 6.975346 511
AGS 5.150000 35647000.000000 183582050.000000 81689000.000000 608591000.000000 710484050.000000 None None -4.076018 0.006466 None 3.850492 2.898256 1.826881 98.458105 211.636112 235.913453 50.975250 99.667102 0.727354 -0.187875 -0.481193 -0.468477 0.026426 -0.107821 -1.337160 -0.045900 0.973574 2.561239 -0.187875 0.936995 14.871775 0.928900 0.929661 -0.708328 0.044493 15.871775 3.707161 7.160338 1.724658 1.951269 0.230153 0.741897 -0.217408 2.119755 0.160985 -0.293044 0.044493 3.864305 -0.773369 None 6.975346 6.975346 1.909521 -4.076018 -40.476892 11.861492 11.861492 0.006466 1.909521 None 15.357162 6.975346 512
AGTA.L 5.500000 21240618.000000 116823399.000000 1034000.000000 1661000.000000 117450399.000000 None None -28.825392 8.417014 None 0.613611 0.046694 0.046694 0.000000 138.385543 138.385543 152.085874 -117.963412 0.126396 -0.274952 -0.348512 -0.349534 -0.000279 -0.326509 -1.424224 -1.284432 1.002932 1.267540 -0.274952 0.991093 111.265306 0.947425 None -2.726900 None 112.265306 None 2.399960 2.637559 1.859799 0.934126 -0.039135 -0.079800 0.019350 -0.080883 2.039098 None None 0.962373 None 1056.612375 1056.612375 10.075459 -28.825392 -61.090273 -124.569038 -124.569038 8.417014 10.075459 None -46.868318 1056.612375 514
AGTC 5.320000 21102000.000000 112262640.000000 38463000.000000 9677000.000000 83476640.000000 None None -1.758070 0.000939 None 3.873701 3.727675 1.341477 None None None None None None None None None -0.001455 -0.785533 -0.891848 -0.973564 1.002892 1.003061 None 0.423057 0.733274 0.191644 0.191660 -84.256372 -4.966176 1.733274 None 0.000000 None 0.000000 0.000000 -1.888962 -1.946413 2.051424 None 1.030414 -4.966176 -48892.000000 35.403331 None 2.393688 2.393688 None -1.758070 -1.972860 -2.032863 -2.032863 0.000939 None None -1.646409 2.393688 515
AGX 51.330002 15680000.000000 804854431.360000 366671000.000000 0.000000 438183431.360000 0.060778 6.077796 20.308173 -0.130494 1.234289 1.978434 1.758283 1.328099 15.708343 0.000000 3.873290 34.421715 -18.713372 0.152956 0.051232 0.056588 0.057123 -0.102294 0.063241 0.116624 0.104675 1.009456 1.104532 0.051232 0.464998 0.873872 None None None None 1.879302 23.236060 10.603771 None 32.767398 1.107109 20.232143 20.033865 29.127934 0.475496 0.990200 None None -102.039241 -102.039339 2.413609 2.413609 1.160059 20.308173 2.463828 2.439682 2.439682 -0.130494 1.160059 0.060778 9.844911 2.413609 517
AGY.L 14.250000 636169000.000000 9065408250.000000 36962000.000000 2927000.000000 9031373250.000000 None None 2060.473695 20.236795 None 4.229146 2.953094 2.953094 0.000000 182.346418 182.346418 255.704173 -210.742042 0.741688 0.106248 0.103204 0.090251 0.125511 0.071291 0.147601 0.100531 0.874489 0.971356 0.106248 0.406806 0.685789 0.048955 0.061118 16.486111 3.141512 1.685789 None 1.427431 2.001685 4.009845 0.789915 0.018879 0.014875 0.075906 0.153573 0.787927 3.141512 15.012500 -4.715351 None 247.630148 247.630148 185.960096 2060.473695 1536.808976 1210.892868 1210.892868 20.236795 185.960096 None 1186.153754 247.630148 518
